,COMMUNITY AREA NAME,BUILDING_SUBTYPE,TOTAL KWH,TOTAL THERMS,TOTAL POPULATION,TOTAL UNITS,AVERAGE BUILDING AGE,AVERAGE HOUSESIZE
9097,Avondale,Multi < 7,91803.0,13648.0,69.0,24.0,94.57,3.14
9098,Avondale,Single Family,18832.0,4153.0,69.0,24.0,77.0,3.14
9099,Avondale,Multi < 7,23404.0,3799.0,22.0,12.0,57.33,2.0
9100,Avondale,Multi < 7,77092.0,12045.0,69.0,29.0,105.86,2.76
9101,Avondale,Single Family,19457.0,2829.0,22.0,12.0,83.0,2.0
9102,Avondale,Multi < 7,79395.0,17439.0,125.0,45.0,86.86,2.91
9103,Avondale,Single Family,98259.0,17061.0,125.0,45.0,98.77,2.91
9104,Avondale,Multi < 7,66970.0,14514.0,79.0,38.0,111.5,2.47
9105,Avondale,Single Family,86711.0,18399.0,79.0,38.0,102.36,2.47
9106,Avondale,Multi < 7,164004.0,15767.0,152.0,60.0,107.22,2.67
9107,Avondale,Single Family,139737.0,18721.0,152.0,60.0,75.18,2.67
9108,Avondale,Multi 7+,19085.0,1181.0,48.0,21.0,87.0,2.4
9109,Avondale,Single Family,79506.0,11803.0,48.0,21.0,115.6,2.4
9110,Avondale,Single Family,19982.0,2851.0,24.0,10.0,118.0,2.4
9111,Avondale,Multi 7+,65401.0,9681.0,120.0,55.0,83.0,2.31
9112,Avondale,Multi < 7,35329.0,10035.0,120.0,55.0,98.8,2.31
9113,Avondale,Single Family,85234.0,16547.0,120.0,55.0,90.58,2.31
9115,Avondale,Single Family,53752.0,8650.0,69.0,29.0,105.44,2.76
9117,Avondale,Multi < 7,83531.0,16212.0,107.0,38.0,92.55,3.24
9118,Avondale,Single Family,60627.0,8480.0,107.0,38.0,119.0,3.24
9119,Avondale,Multi < 7,115768.0,13434.0,64.0,32.0,107.11,2.29
9120,Avondale,Single Family,81815.0,13858.0,64.0,32.0,109.0,2.29
9121,Avondale,Multi < 7,131457.0,23503.0,90.0,31.0,105.83,2.9
9122,Avondale,Single Family,49055.0,4644.0,90.0,31.0,40.33,2.9
9123,Avondale,Multi < 7,94593.0,24790.0,85.0,34.0,95.75,2.58
9124,Avondale,Single Family,41494.0,4431.0,85.0,34.0,115.67,2.58
9126,Avondale,Multi < 7,54448.0,14480.0,81.0,29.0,102.0,2.62
9128,Avondale,Single Family,23578.0,5325.0,81.0,29.0,104.67,2.62
9129,Avondale,Multi 7+,14053.0,5969.0,147.0,66.0,95.0,2.3
9130,Avondale,Multi < 7,50286.0,6465.0,147.0,66.0,114.0,2.3
9131,Avondale,Single Family,14902.0,3651.0,37.0,12.0,115.33,3.36
9133,Avondale,Multi < 7,24020.0,3181.0,12.0,5.0,99.0,2.4
9134,Avondale,Single Family,291268.0,28748.0,12.0,5.0,71.25,2.4
9136,Avondale,Single Family,31702.0,1802.0,84.0,37.0,4.0,2.47
9138,Avondale,Multi < 7,161876.0,26107.0,119.0,63.0,104.47,2.25
9139,Avondale,Single Family,20032.0,2489.0,119.0,63.0,81.5,2.25
9141,Avondale,Multi < 7,177256.0,28836.0,177.0,96.0,105.61,2.3
9142,Avondale,Single Family,81314.0,11338.0,177.0,96.0,119.3,2.3
9144,Avondale,Single Family,164058.0,17367.0,196.0,101.0,0.0,1.96
9146,Avondale,Single Family,262790.0,22993.0,91.0,40.0,6.0,2.28
9147,Avondale,Multi < 7,21298.0,3356.0,54.0,16.0,81.0,3.86
9148,Avondale,Multi < 7,486093.0,29683.0,135.0,91.0,0.0,1.53
9149,Avondale,Single Family,62205.0,7219.0,118.0,45.0,77.29,2.88
9151,Avondale,Multi < 7,60878.0,13786.0,94.0,46.0,98.33,2.19
9152,Avondale,Single Family,12203.0,1180.0,94.0,46.0,70.33,2.19
9159,Avondale,Multi < 7,155575.0,23794.0,146.0,50.0,85.4,3.04
9160,Avondale,Single Family,135868.0,21950.0,146.0,50.0,103.38,3.04
9161,Avondale,Multi < 7,70444.0,12621.0,74.0,25.0,91.71,3.52
9162,Avondale,Single Family,33997.0,3388.0,74.0,25.0,103.0,3.52
9163,Logan Square,Multi < 7,29610.0,4294.0,36.0,17.0,125.0,2.12
9164,Avondale,Multi < 7,43939.0,10871.0,101.0,36.0,90.0,3.06
9167,Avondale,Multi < 7,94493.0,11546.0,109.0,39.0,72.86,3.21
9168,Avondale,Multi 7+,29653.0,9009.0,221.0,83.0,90.0,3.16
9169,Avondale,Multi < 7,210059.0,37490.0,221.0,83.0,88.83,3.16
9170,Avondale,Single Family,72936.0,8941.0,221.0,83.0,104.63,3.16
9172,Avondale,Multi < 7,199142.0,34245.0,268.0,96.0,101.09,3.15
9173,Avondale,Single Family,58165.0,6742.0,268.0,96.0,106.0,3.15
9176,Avondale,Multi < 7,31198.0,1119.0,34.0,18.0,81.0,2.13
9177,Avondale,Single Family,23630.0,2772.0,34.0,18.0,94.5,2.13
9178,Avondale,Multi < 7,65352.0,11029.0,116.0,52.0,94.0,2.47
9181,Avondale,Single Family,208576.0,22414.0,116.0,52.0,0.0,2.47
9184,Avondale,Multi < 7,234286.0,35306.0,249.0,74.0,100.95,3.66
9185,Avondale,Single Family,75182.0,8731.0,249.0,74.0,104.67,3.66
9186,Avondale,Multi < 7,119434.0,23366.0,137.0,51.0,85.69,3.11
9187,Avondale,Single Family,124992.0,23362.0,137.0,51.0,104.79,3.11
9188,Avondale,Multi < 7,13227.0,2156.0,0.0,0.0,90.0,0.0
9190,Avondale,Single Family,33899.0,2749.0,9.0,5.0,85.0,2.25
9191,Avondale,Multi < 7,126787.0,30912.0,167.0,84.0,91.5,2.35
9192,Avondale,Single Family,13409.0,1703.0,167.0,84.0,74.0,2.35
9193,Avondale,Multi < 7,165374.0,26387.0,105.0,43.0,85.55,2.84
9194,Avondale,Single Family,94730.0,11345.0,105.0,43.0,73.09,2.84
9195,Avondale,Multi < 7,5968.0,12407.0,14.0,12.0,0.0,1.4
9197,Avondale,Single Family,67934.0,11192.0,54.0,16.0,89.75,3.86
9198,Avondale,Multi < 7,46907.0,10593.0,43.0,24.0,78.4,1.87
9200,Avondale,Multi < 7,81604.0,20637.0,98.0,52.0,74.3,2.13
9201,Avondale,Single Family,50321.0,6154.0,98.0,52.0,78.2,2.13
9203,Avondale,Multi < 7,136258.0,28060.0,138.0,52.0,87.64,2.76
9204,Avondale,Single Family,31357.0,4999.0,138.0,52.0,17.0,2.76
9205,Avondale,Multi < 7,233770.0,45165.0,94.0,41.0,84.57,2.61
9206,Avondale,Single Family,12321.0,4741.0,94.0,41.0,68.0,2.61
9207,Avondale,Multi < 7,143616.0,26884.0,118.0,45.0,79.82,2.88
9208,Avondale,Single Family,103617.0,17107.0,101.0,36.0,88.23,3.06
9209,Avondale,Multi < 7,117691.0,31296.0,90.0,41.0,87.6,2.5
9210,Avondale,Single Family,79278.0,6647.0,90.0,41.0,82.0,2.5
9214,Avondale,Multi < 7,200586.0,30366.0,106.0,36.0,88.27,3.03
9215,Avondale,Single Family,300441.0,27641.0,108.0,54.0,0.0,2.06
9216,Avondale,Multi < 7,190626.0,37552.0,138.0,54.0,82.43,2.94
9217,Avondale,Multi < 7,109123.0,19170.0,96.0,36.0,91.3,2.82
9218,Avondale,Single Family,39564.0,5678.0,96.0,36.0,95.0,2.82
9220,Chatham,Multi < 7,16779.0,4619.0,70.0,32.0,57.0,2.41
9221,Avondale,Multi 7+,92951.0,9212.0,78.0,42.0,83.0,2.23
9222,Avondale,Multi < 7,36166.0,8051.0,78.0,42.0,97.25,2.23
9223,Avondale,Single Family,63281.0,8926.0,129.0,49.0,85.88,2.87
9224,Avondale,Single Family,10048.0,3824.0,78.0,42.0,91.5,2.23
9226,Avondale,Multi < 7,12016.0,1148.0,18.0,19.0,110.0,1.8
9227,Avondale,Single Family,151312.0,19602.0,43.0,24.0,91.31,1.87
9228,Avondale,Single Family,67878.0,12842.0,34.0,12.0,84.0,3.09
9229,Avondale,Single Family,68499.0,13084.0,35.0,20.0,99.11,2.19
9230,Avondale,Multi < 7,77985.0,12173.0,91.0,34.0,76.0,2.76
9231,Avondale,Single Family,94087.0,14439.0,91.0,34.0,94.2,2.76
9232,Avondale,Multi < 7,97477.0,24942.0,106.0,45.0,89.78,2.52
9233,Avondale,Single Family,33945.0,5625.0,106.0,45.0,87.6,2.52
9235,Avondale,Multi < 7,88246.0,17149.0,56.0,39.0,96.43,2.24
9236,Avondale,Single Family,37469.0,7918.0,56.0,39.0,23.67,2.24
9241,Avondale,Multi < 7,171799.0,27574.0,103.0,42.0,87.15,2.51
9242,Avondale,Single Family,27541.0,3509.0,103.0,42.0,91.67,2.51
9243,Avondale,Multi < 7,192672.0,37676.0,126.0,53.0,95.12,2.74
9244,Avondale,Single Family,19926.0,4822.0,126.0,53.0,0.0,2.74
9245,Avondale,Multi < 7,57266.0,45043.0,129.0,52.0,87.33,2.69
9246,Avondale,Single Family,13600.0,3772.0,129.0,52.0,90.5,2.69
9248,Avondale,Multi < 7,17230.0,13458.0,54.0,27.0,84.88,2.7
9249,Avondale,Single Family,45985.0,9457.0,54.0,27.0,80.13,2.7
9251,Avondale,Multi < 7,138270.0,22425.0,129.0,49.0,93.4,2.87
9252,Avondale,Multi < 7,70509.0,17609.0,70.0,34.0,69.4,2.26
9253,Avondale,Single Family,92331.0,9728.0,70.0,34.0,83.67,2.26
9255,Avondale,Multi < 7,106284.0,24171.0,69.0,39.0,82.45,1.92
9256,Avondale,Single Family,38151.0,7071.0,69.0,39.0,87.67,1.92
9259,Avondale,Multi < 7,84348.0,16274.0,83.0,32.0,90.86,2.77
9260,Avondale,Single Family,77305.0,10656.0,83.0,32.0,102.33,2.77
9262,Avondale,Multi < 7,42400.0,8109.0,100.0,34.0,106.0,3.45
9263,Avondale,Single Family,62610.0,14776.0,100.0,34.0,106.0,3.45
9264,Belmont Cragin,Multi < 7,18649.0,5492.0,0.0,0.0,0.0,0.0
9266,Avondale,Multi < 7,161569.0,33248.0,116.0,55.0,86.5,2.97
9267,Avondale,Multi < 7,27389.0,39071.0,94.0,51.0,81.16,2.24
9269,Belmont Cragin,Multi 7+,8314.0,3741.0,69.0,40.0,79.0,1.86
9270,Avondale,Multi < 7,21769.0,6652.0,0.0,0.0,80.67,0.0
9274,Avondale,Multi < 7,141368.0,26351.0,185.0,57.0,78.31,3.43
9276,Avondale,Single Family,18051.0,3108.0,185.0,57.0,91.33,3.43
9277,Avondale,Multi < 7,171749.0,31620.0,135.0,53.0,82.83,2.87
9278,Belmont Cragin,Multi < 7,42085.0,4866.0,94.0,37.0,36.0,2.61
9279,Avondale,Single Family,29097.0,4175.0,135.0,53.0,88.67,2.87
9280,Avondale,Multi < 7,121170.0,20439.0,63.0,25.0,79.5,3.0
9281,Avondale,Single Family,14512.0,1916.0,63.0,25.0,0.0,3.0
9283,Avondale,Multi < 7,123268.0,28767.0,162.0,45.0,88.62,3.86
9284,Avondale,Single Family,69642.0,7034.0,162.0,45.0,73.33,3.86
9285,Avondale,Multi < 7,156482.0,27649.0,171.0,52.0,91.08,3.35
9286,Avondale,Single Family,51578.0,10821.0,171.0,52.0,77.33,3.35
9288,Avondale,Multi < 7,81271.0,15618.0,93.0,42.0,75.88,2.82
9289,Avondale,Single Family,81878.0,13977.0,93.0,42.0,76.2,2.82
9291,Avondale,Multi < 7,121459.0,25758.0,92.0,48.0,80.25,2.63
9292,Avondale,Single Family,102657.0,10227.0,37.0,11.0,95.75,3.7
9293,Avondale,Single Family,14325.0,5694.0,92.0,48.0,60.5,2.63
9294,Avondale,Multi < 7,215971.0,38850.0,131.0,53.0,74.95,2.98
9295,Avondale,Multi < 7,195702.0,37642.0,158.0,56.0,83.18,3.29
9296,Avondale,Multi < 7,212401.0,45636.0,141.0,54.0,81.26,2.94
9297,Avondale,Multi < 7,12085.0,39242.0,139.0,49.0,90.72,3.09
9298,Avondale,Single Family,9610.0,1614.0,139.0,49.0,55.0,3.09
9299,Avondale,Multi < 7,104361.0,13395.0,63.0,26.0,97.0,2.63
9301,Avondale,Single Family,51142.0,5486.0,24.0,10.0,50.0,3.43
9302,Avondale,Multi < 7,115263.0,22991.0,101.0,49.0,92.91,2.73
9303,Avondale,Single Family,42317.0,2779.0,101.0,49.0,0.0,2.73
9305,Avondale,Multi < 7,160630.0,27131.0,114.0,47.0,90.38,2.85
9306,Avondale,Multi < 7,221011.0,29349.0,139.0,46.0,104.8,3.56
9307,Avondale,Multi < 7,176651.0,31782.0,126.0,37.0,104.47,3.5
9309,Avondale,Multi < 7,108459.0,23625.0,137.0,47.0,96.46,3.19
9311,Avondale,Multi < 7,118813.0,22673.0,145.0,49.0,83.75,3.45
9312,Avondale,Single Family,11499.0,986.0,145.0,49.0,105.0,3.45
9313,Avondale,Multi < 7,204837.0,24068.0,144.0,41.0,90.73,4.11
9314,Avondale,Multi < 7,117874.0,24821.0,112.0,38.0,104.07,3.61
9315,Avondale,Single Family,1733.0,,112.0,38.0,107.0,3.61
9316,Avondale,Multi < 7,117305.0,24527.0,109.0,42.0,94.62,2.87
9317,Avondale,Multi < 7,109164.0,15726.0,54.0,16.0,100.0,3.6
9319,Avondale,Multi < 7,20716.0,3685.0,37.0,11.0,98.5,3.7
9320,Belmont Cragin,Multi < 7,24137.0,7897.0,104.0,27.0,56.33,4.52
9321,Avondale,Multi < 7,25010.0,5615.0,28.0,12.0,110.0,2.33
9324,Belmont Cragin,Multi 7+,1180246.0,,125.0,110.0,12.0,1.15
9326,Belmont Cragin,Multi < 7,6308.0,4050.0,12.0,8.0,85.0,2.4
9327,Belmont Cragin,Multi < 7,94779.0,30287.0,88.0,46.0,75.13,2.26
9328,Belmont Cragin,Single Family,29482.0,4081.0,88.0,46.0,84.0,2.26
9329,Belmont Cragin,Multi < 7,164004.0,29393.0,128.0,38.0,84.42,3.76
9330,Belmont Cragin,Multi < 7,39178.0,6619.0,112.0,39.0,91.67,3.29
9331,Belmont Cragin,Single Family,60620.0,13089.0,112.0,39.0,82.29,3.29
9332,Belmont Cragin,Multi 7+,9363.0,5391.0,104.0,27.0,92.0,4.52
9333,Belmont Cragin,Single Family,103929.0,13984.0,104.0,27.0,87.08,4.52
9334,Belmont Cragin,Multi < 7,17754.0,4604.0,90.0,24.0,64.5,3.91
9335,Belmont Cragin,Single Family,99261.0,13931.0,90.0,24.0,81.27,3.91
9336,Belmont Cragin,Multi < 7,69365.0,10516.0,97.0,34.0,77.4,3.23
9337,Belmont Cragin,Single Family,89558.0,13786.0,97.0,34.0,83.7,3.23
9339,Belmont Cragin,Multi < 7,100659.0,26094.0,121.0,35.0,84.11,3.9
9340,Belmont Cragin,Single Family,90859.0,12527.0,121.0,35.0,86.7,3.9
9342,Belmont Cragin,Multi < 7,213471.0,36862.0,207.0,47.0,85.19,4.6
9343,Belmont Cragin,Single Family,59964.0,6170.0,207.0,47.0,84.6,4.6
9344,Belmont Cragin,Multi < 7,184921.0,39263.0,199.0,51.0,78.57,4.42
9345,Belmont Cragin,Single Family,54866.0,9917.0,199.0,51.0,86.17,4.42
9346,Belmont Cragin,Multi < 7,199596.0,38536.0,205.0,52.0,77.47,4.1
9347,Belmont Cragin,Single Family,66037.0,8877.0,205.0,52.0,86.0,4.1
9348,Belmont Cragin,Multi < 7,200579.0,43502.0,188.0,56.0,82.68,3.84
9350,Belmont Cragin,Multi < 7,45820.0,2982.0,0.0,2.0,79.0,0.0
9354,Belmont Cragin,Multi < 7,134816.0,33667.0,184.0,53.0,86.0,4.09
9355,Belmont Cragin,Multi < 7,90978.0,16238.0,108.0,34.0,83.38,3.27
9356,Belmont Cragin,Single Family,18564.0,2640.0,184.0,53.0,87.5,4.09
9357,Belmont Cragin,Multi < 7,212562.0,40799.0,151.0,51.0,81.0,3.28
9358,Belmont Cragin,Single Family,57053.0,6981.0,151.0,51.0,84.6,3.28
9359,Belmont Cragin,Multi < 7,13630.0,6738.0,118.0,25.0,86.0,4.92
9360,Belmont Cragin,Single Family,143063.0,22839.0,118.0,25.0,86.73,4.92
9361,Belmont Cragin,Single Family,157563.0,24483.0,85.0,20.0,85.56,4.25
9362,Belmont Cragin,Single Family,149259.0,20496.0,102.0,37.0,84.88,2.83
9363,Belmont Cragin,Single Family,127287.0,24390.0,72.0,20.0,85.69,3.6
9369,Belmont Cragin,Single Family,20154.0,2758.0,55.0,18.0,57.0,3.06
9370,Belmont Cragin,Single Family,213124.0,27368.0,92.0,19.0,85.0,5.41
9371,Belmont Cragin,Multi < 7,12905.0,2662.0,90.0,20.0,84.0,4.5
9372,Belmont Cragin,Single Family,176257.0,23749.0,90.0,20.0,90.33,4.5
9373,Belmont Cragin,Multi < 7,43084.0,5677.0,102.0,21.0,94.33,5.1
9374,Belmont Cragin,Single Family,155316.0,20606.0,102.0,21.0,88.21,5.1
9375,Belmont Cragin,Multi < 7,168331.0,27821.0,115.0,34.0,87.23,3.44
9376,Belmont Cragin,Multi < 7,89609.0,16159.0,90.0,27.0,89.11,3.75
9377,Belmont Cragin,Single Family,33669.0,5115.0,90.0,27.0,87.0,3.75
9378,Belmont Cragin,Multi < 7,32870.0,4949.0,94.0,24.0,93.75,4.09
9379,Belmont Cragin,Single Family,98092.0,18831.0,94.0,24.0,94.08,4.09
9380,Belmont Cragin,Single Family,170540.0,24160.0,79.0,18.0,88.76,4.39
9381,Belmont Cragin,Single Family,151776.0,26249.0,89.0,19.0,85.0,4.68
9382,Belmont Cragin,Multi < 7,26955.0,7772.0,110.0,29.0,56.0,3.79
9383,Belmont Cragin,Single Family,151496.0,23825.0,110.0,29.0,81.31,3.79
9384,Belmont Cragin,Single Family,183071.0,24479.0,94.0,19.0,88.94,5.22
9385,Belmont Cragin,Multi < 7,48592.0,9961.0,120.0,35.0,88.4,3.43
9386,Belmont Cragin,Single Family,118307.0,16523.0,120.0,35.0,93.45,3.43
9387,Belmont Cragin,Multi < 7,175660.0,35110.0,126.0,31.0,87.64,4.34
9390,Belmont Cragin,Multi < 7,,2573.0,16.0,6.0,81.0,2.67
9391,Belmont Cragin,Multi < 7,124928.0,30062.0,87.0,34.0,89.36,3.35
9392,Belmont Cragin,Multi < 7,45455.0,9114.0,90.0,26.0,69.75,3.75
9393,Belmont Cragin,Single Family,113563.0,19739.0,90.0,26.0,84.08,3.75
9394,Belmont Cragin,Single Family,112563.0,17878.0,108.0,34.0,94.42,3.27
9395,Belmont Cragin,Multi < 7,78499.0,13338.0,139.0,34.0,83.29,4.21
9396,Belmont Cragin,Single Family,115440.0,20513.0,139.0,34.0,87.43,4.21
9397,Belmont Cragin,Multi 7+,20624.0,3949.0,123.0,44.0,80.0,3.08
9398,Belmont Cragin,Multi < 7,39017.0,8898.0,123.0,44.0,80.75,3.08
9399,Belmont Cragin,Single Family,122166.0,18047.0,123.0,44.0,84.42,3.08
9400,Belmont Cragin,Multi < 7,23043.0,5086.0,103.0,28.0,47.5,4.12
9401,Belmont Cragin,Single Family,176705.0,25322.0,103.0,28.0,86.24,4.12
9402,Belmont Cragin,Multi < 7,10960.0,1685.0,92.0,25.0,96.0,4.18
9403,Belmont Cragin,Single Family,157163.0,24050.0,92.0,25.0,88.33,4.18
9404,Belmont Cragin,Multi < 7,156087.0,29144.0,143.0,34.0,88.0,4.47
9405,Belmont Cragin,Multi < 7,114234.0,23115.0,112.0,35.0,85.0,3.73
9407,Belmont Cragin,Multi < 7,107271.0,8067.0,15.0,11.0,59.0,1.88
9408,Belmont Cragin,Multi < 7,49964.0,8845.0,81.0,21.0,0.0,4.05
9409,Belmont Cragin,Single Family,73121.0,16476.0,81.0,21.0,72.17,4.05
9410,Belmont Cragin,Multi < 7,59833.0,16151.0,97.0,26.0,85.5,3.73
9411,Belmont Cragin,Single Family,167110.0,20961.0,97.0,26.0,79.4,3.73
9412,Chatham,Multi 7+,27780.0,228.0,0.0,0.0,84.0,0.0
9413,Belmont Cragin,Multi < 7,56414.0,13086.0,92.0,31.0,68.83,2.97
9414,Belmont Cragin,Single Family,120682.0,19705.0,92.0,31.0,84.36,2.97
9416,Belmont Cragin,Multi < 7,70258.0,18294.0,132.0,48.0,79.88,2.93
9417,Belmont Cragin,Single Family,89208.0,18985.0,132.0,48.0,85.6,2.93
9419,Belmont Cragin,Multi < 7,101502.0,24375.0,141.0,44.0,80.23,3.81
9420,Belmont Cragin,Single Family,113927.0,19460.0,93.0,19.0,91.17,5.17
9421,Belmont Cragin,Multi < 7,19079.0,4612.0,102.0,52.0,51.0,2.0
9422,Belmont Cragin,Multi < 7,28092.0,3872.0,104.0,28.0,0.0,3.85
9423,Belmont Cragin,Single Family,167897.0,26532.0,104.0,28.0,91.76,3.85
9424,Belmont Cragin,Multi < 7,30439.0,9981.0,103.0,27.0,56.33,3.96
9425,Belmont Cragin,Single Family,140006.0,18557.0,103.0,27.0,85.67,3.96
9426,Belmont Cragin,Multi < 7,44650.0,8832.0,138.0,37.0,81.5,4.06
9427,Belmont Cragin,Single Family,183780.0,20570.0,138.0,37.0,84.08,4.06
9428,Belmont Cragin,Multi < 7,72697.0,11090.0,88.0,28.0,55.67,3.67
9429,Belmont Cragin,Single Family,135945.0,23144.0,88.0,28.0,85.38,3.67
9430,Belmont Cragin,Multi < 7,70059.0,17202.0,125.0,35.0,85.5,3.68
9431,Belmont Cragin,Single Family,107140.0,21147.0,125.0,35.0,86.29,3.68
9432,Belmont Cragin,Single Family,156324.0,28306.0,116.0,26.0,91.53,4.64
9433,Belmont Cragin,Multi < 7,53665.0,9053.0,53.0,17.0,84.8,3.79
9434,Belmont Cragin,Single Family,6452.0,4704.0,53.0,17.0,86.33,3.79
9435,Belmont Cragin,Single Family,90095.0,20001.0,56.0,16.0,87.18,3.73
9436,Belmont Cragin,Single Family,170439.0,24273.0,88.0,21.0,92.61,4.63
9437,Belmont Cragin,Multi < 7,16948.0,5379.0,115.0,30.0,80.5,3.97
9438,Belmont Cragin,Multi < 7,7666.0,2004.0,112.0,30.0,84.0,4.31
9439,Belmont Cragin,Single Family,151418.0,23806.0,112.0,30.0,86.41,4.31
9441,Belmont Cragin,Multi < 7,71155.0,14564.0,117.0,32.0,82.67,3.66
9442,Belmont Cragin,Single Family,116775.0,24595.0,117.0,32.0,84.15,3.66
9443,Belmont Cragin,Multi < 7,34068.0,2696.0,93.0,27.0,84.0,3.72
9444,Belmont Cragin,Single Family,200028.0,28409.0,93.0,27.0,84.22,3.72
9445,Belmont Cragin,Multi < 7,14696.0,3878.0,97.0,22.0,0.0,4.41
9446,Belmont Cragin,Single Family,183583.0,26267.0,97.0,22.0,85.53,4.41
9448,Belmont Cragin,Multi < 7,24141.0,4589.0,87.0,26.0,88.5,4.58
9449,Belmont Cragin,Single Family,115202.0,18542.0,87.0,26.0,88.85,4.58
9450,Belmont Cragin,Multi < 7,163196.0,28037.0,117.0,34.0,87.42,3.77
9451,Belmont Cragin,Single Family,21401.0,3447.0,117.0,34.0,71.0,3.77
9453,Belmont Cragin,Multi < 7,106237.0,23489.0,134.0,40.0,85.09,3.72
9454,Belmont Cragin,Single Family,51846.0,7868.0,134.0,40.0,85.5,3.72
9455,Belmont Cragin,Single Family,156547.0,31683.0,98.0,22.0,88.06,4.45
9456,Belmont Cragin,Multi < 7,35753.0,6861.0,97.0,27.0,84.0,4.41
9457,Belmont Cragin,Single Family,143413.0,20182.0,97.0,27.0,86.0,4.41
9458,Belmont Cragin,Single Family,180318.0,28453.0,91.0,21.0,83.79,4.33
9460,Belmont Cragin,Single Family,98411.0,25756.0,71.0,21.0,83.94,3.55
9461,Belmont Cragin,Multi < 7,17964.0,4913.0,65.0,22.0,83.5,3.25
9462,Belmont Cragin,Single Family,110679.0,21437.0,65.0,22.0,86.06,3.25
9465,Belmont Cragin,Single Family,177306.0,24835.0,117.0,25.0,89.0,4.68
9466,Belmont Cragin,Multi < 7,160705.0,31803.0,99.0,39.0,87.5,3.3
9467,Belmont Cragin,Multi < 7,144452.0,26288.0,113.0,35.0,87.92,3.77
9468,Belmont Cragin,Single Family,16772.0,3444.0,113.0,35.0,86.0,3.77
9469,Belmont Cragin,Multi < 7,55953.0,10164.0,124.0,31.0,84.75,4.43
9470,Belmont Cragin,Single Family,153860.0,21852.0,124.0,31.0,89.77,4.43
9471,Belmont Cragin,Single Family,137916.0,25115.0,75.0,22.0,86.74,3.75
9472,Belmont Cragin,Single Family,165252.0,26248.0,98.0,32.0,81.68,3.5
9476,Belmont Cragin,Multi < 7,7568.0,2466.0,69.0,40.0,44.0,1.86
9477,Chatham,Single Family,39251.0,4512.0,69.0,37.0,0.0,2.09
9480,Belmont Cragin,Multi < 7,125764.0,21269.0,106.0,41.0,60.57,2.79
9481,Belmont Cragin,Single Family,23192.0,2022.0,106.0,41.0,35.5,2.79
9483,Belmont Cragin,Multi < 7,21172.0,4448.0,11.0,9.0,83.0,1.57
9486,Belmont Cragin,Multi < 7,2065.0,25.0,31.0,22.0,0.0,1.94
9487,Belmont Cragin,Single Family,26767.0,3715.0,31.0,22.0,46.33,1.94
9492,Belmont Cragin,Single Family,178949.0,6916.0,40.0,22.0,71.0,1.9
9494,Belmont Cragin,Multi < 7,34927.0,10536.0,61.0,21.0,68.67,2.9
9495,Belmont Cragin,Single Family,118770.0,17140.0,61.0,21.0,82.0,2.9
9496,Belmont Cragin,Multi < 7,10474.0,1727.0,48.0,22.0,82.0,2.29
9497,Belmont Cragin,Single Family,81711.0,17999.0,48.0,22.0,83.38,2.29
9499,Belmont Cragin,Multi 7+,19198.0,261.0,125.0,39.0,82.0,3.38
9500,Belmont Cragin,Multi < 7,53895.0,8767.0,125.0,39.0,55.33,3.38
9501,Belmont Cragin,Single Family,141733.0,19213.0,125.0,39.0,83.33,3.38
9502,Belmont Cragin,Multi < 7,35108.0,6851.0,50.0,22.0,26.0,2.27
9503,Belmont Cragin,Single Family,145450.0,17219.0,50.0,22.0,82.85,2.27
9506,Belmont Cragin,Multi < 7,42596.0,5766.0,80.0,29.0,49.2,3.08
9507,Belmont Cragin,Single Family,89456.0,13735.0,80.0,29.0,78.78,3.08
9508,Belmont Cragin,Multi < 7,26726.0,13400.0,101.0,33.0,55.0,3.16
9509,Belmont Cragin,Single Family,154263.0,26947.0,101.0,33.0,74.53,3.16
9510,Belmont Cragin,Multi < 7,16137.0,4226.0,98.0,33.0,82.5,3.16
9511,Belmont Cragin,Single Family,126260.0,21060.0,98.0,33.0,76.41,3.16
9512,Belmont Cragin,Multi < 7,30780.0,5486.0,82.0,30.0,82.67,3.04
9513,Belmont Cragin,Single Family,98773.0,12115.0,82.0,30.0,83.0,3.04
9514,Belmont Cragin,Multi < 7,7165.0,,95.0,24.0,90.0,4.32
9515,Belmont Cragin,Multi 7+,24091.0,7085.0,102.0,35.0,82.0,3.0
9516,Belmont Cragin,Multi < 7,39342.0,14770.0,102.0,35.0,63.67,3.0
9517,Belmont Cragin,Single Family,103451.0,15062.0,102.0,35.0,84.17,3.0
9519,Belmont Cragin,Single Family,129527.0,18266.0,79.0,20.0,82.85,4.16
9520,Belmont Cragin,Single Family,120821.0,16962.0,115.0,30.0,81.73,3.97
9523,Belmont Cragin,Multi < 7,71478.0,13792.0,107.0,39.0,76.33,2.89
9524,Belmont Cragin,Single Family,48997.0,10044.0,107.0,39.0,83.29,2.89
9526,Belmont Cragin,Multi < 7,38674.0,8997.0,90.0,30.0,82.0,3.21
9527,Belmont Cragin,Single Family,75935.0,13563.0,90.0,30.0,82.6,3.21
9529,Belmont Cragin,Single Family,98259.0,17199.0,0.0,0.0,65.5,0.0
9530,Belmont Cragin,Multi < 7,39535.0,6214.0,79.0,37.0,17.33,2.32
9531,Belmont Cragin,Multi < 7,61299.0,8244.0,59.0,23.0,44.67,2.81
9532,Belmont Cragin,Single Family,105311.0,21256.0,59.0,23.0,80.38,2.81
